Accident_ID,Accident_Severity,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Time,Age_of_Vehicle,Number_of_Vehicles,Number_of_Casualties,Vehicle_Type,Vehicle_Manoeuvre,Sex_of_Driver,Age_Band_of_Driver,Driver_Home_Area_Type,Junction_Control,Carriageway_Hazards,Skidding_and_Overturning,Hit_Object_in_Carriageway,latitude,longitude
ACC02578,3,47.6745766695089,Darkness,Rain,Icy,Urban,Night,3,2,2,Motorcycle,Turning right,Male,65+,Rural area,Not at junction,Parked vehicle,Overturned,Other object,52.3862501190296,-0.189631221143629
ACC02579,1,4.95213721920998,Daylight,Mist,Dry,Urban,Afternoon,1,2,3,Truck,Turning right,Female,56-65,Rural area,Give way,Parked vehicle,,,51.150794307387,-0.578888495494638
ACC02580,2,31.39902088295,Daylight,Rain,Dry,Urban,Night,21,2,1,Truck,Slowing or stopping,Male,65+,Rural area,Auto traffic signal,,,,51.4646602913119,0.150197192008807
ACC02581,3,26.9540709978292,Darkness,Snow,Dry,Rural,Early Morning,13,2,2,Truck,Going ahead,Female,56-65,Rural area,Not at junction,Previous accident,Skidded,Kerb,51.8631872669603,0.339717678621509
ACC02582,1,59.8773356953357,Daylight,Fog,Dry,Urban,Morning,1,6,5,Motorcycle,Going ahead,Female,36-45,Urban area,Give way,Parked vehicle,Overturned,,51.6607513924721,-0.244028758935505
ACC02583,3,58.5458400842861,Darkness,Rain,Wet,Urban,Night,15,2,4,Motorcycle,Overtaking,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Other object,51.2831323646355,0.267702336987478
ACC02584,1,22.187429507821,Daylight,Fine,Dry,Urban,Morning,4,1,1,Truck,Going ahead,Male,36-45,Urban area,Give way,,,,52.5245012218649,-0.50961116577593
ACC02585,1,44.7315254092527,Daylight,Fine,Dry,Urban,Afternoon,11,1,1,Car,Overtaking,Male,65+,Urban area,Auto traffic signal,,,,52.2933345826487,-0.194621021903863
ACC02586,1,26.603936112152,Darkness - lights unlit,Fine,Dry,Urban,Morning,8,5,1,Car,Going ahead,Female,36-45,Urban area,Auto traffic signal,,,,51.4181281382537,-0.491764785315263
ACC02587,2,21.6486788197178,Darkness - lights unlit,Rain,Dry,Urban,Night,1,1,2,Car,Turning right,Male,36-45,Urban area,Give way,Previous accident,Skidded,Central island,52.4417609284619,0.0903871710153585
ACC02588,1,-6.74645641141245,Street lights,Fine,Dry,Urban,Afternoon,7,3,3,Motorcycle,Turning right,Male,26-35,Urban area,Not at junction,,Overturned,,52.5130090810899,-0.436822478941702
ACC02589,2,32.0381230217893,Darkness,Rain,Dry,Rural,Evening,23,2,1,Car,Turning right,Female,46-55,Rural area,Uncontrolled,Parked vehicle,,Kerb,52.3008233450678,-0.2742711563269
ACC02590,1,19.0632542141083,Daylight,Fine,Dry,Urban,Morning,1,2,1,Van,Turning right,Male,26-35,Urban area,Auto traffic signal,,,Central island,51.978306102389,-0.571793727612921
ACC02591,1,61.6267215069836,Daylight,Mist,Dry,Rural,Morning,6,4,1,Motorcycle,Going ahead,Female,26-35,Urban area,Auto traffic signal,,,,51.1453645024526,-0.0242699974881968
ACC02592,2,45.8937522432797,Daylight,Rain,Dry,Urban,Evening,1,2,2,Van,Slowing or stopping,Male,36-45,Urban area,Uncontrolled,,,,51.969939853415,0.451220967765687
ACC02593,2,-5.33871430908298,Daylight,Snow,Dry,Rural,Night,9,5,1,Truck,Slowing or stopping,Female,46-55,Rural area,Auto traffic signal,Parked vehicle,,,51.7281954824824,0.197930370774839
ACC02594,3,89.0034307720359,Darkness,Rain,Icy,Rural,Early Morning,27,3,3,Bus,Overtaking,Female,46-55,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Central island,51.4959228505915,0.0619466594089922
ACC02595,1,19.9994655887958,Daylight,Fine,Dry,Urban,Morning,1,2,1,Truck,Turning right,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,,,51.2578472955457,-0.561157509565737
ACC02596,2,32.1252312134033,Daylight,Fine,Wet,Rural,Night,31,3,4,Car,Turning right,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,Overturned,Kerb,51.2672102017342,-0.315119604824837
ACC02597,3,98.0976016135627,Darkness,Fog,Wet,Rural,Early Morning,5,2,3,Bus,Turning right,Female,46-55,Rural area,Uncontrolled,Previous accident,Skidded,Kerb,51.387717845076,0.0483439745228012
ACC02598,1,13.8239230344266,Daylight,Mist,Dry,Rural,Afternoon,1,1,1,Car,Turning right,Male,36-45,Urban area,Auto traffic signal,,Skidded,Other object,51.0584604858959,0.430951335960096
ACC02599,2,45.9056098756355,Daylight,Snow,Icy,Rural,Evening,6,4,2,Car,Turning right,Female,46-55,Rural area,Uncontrolled,Parked vehicle,Skidded,,51.3989620059049,0.108005510166599
ACC02600,1,58.6931206359524,Daylight,Fine,Dry,Urban,Afternoon,1,1,3,Motorcycle,Turning right,Female,26-35,Urban area,Auto traffic signal,,Skidded,,52.0309294014213,-0.191857360716937
ACC02601,2,78.5114781633247,Darkness,Fine,Wet,Urban,Evening,5,2,1,Car,Turning right,Female,46-55,Rural area,Auto traffic signal,Previous accident,,Kerb,51.2500188377356,-0.493418622719415
ACC02602,2,27.253541384528,Daylight,Mist,Wet,Rural,Night,16,2,1,Motorcycle,Turning right,Female,46-55,Rural area,Auto traffic signal,Parked vehicle,,,51.4370390971473,-0.32035246690924
ACC02603,3,100.452164422121,Darkness - lights unlit,Fog,Icy,Rural,Early Morning,1,4,7,Bus,Turning right,Female,65+,Urban area,Uncontrolled,Pedestrian in carriageway,Overturned,Central island,51.3219048405153,0.419469930220946
ACC02604,1,-14.7713235544669,Darkness - lights unlit,Fine,Wet,Urban,Afternoon,10,1,3,Motorcycle,Going ahead,Female,26-35,Urban area,Give way,,,,51.1267360942556,-0.103474273237357
ACC02605,2,11.9469542054938,Daylight,Rain,Snow,Urban,Evening,22,1,3,Van,Slowing or stopping,Female,36-45,Urban area,Uncontrolled,,Skidded,,52.3228136241871,0.358493075355429
ACC02606,3,50.4488639668809,Darkness,Snow,Dry,Rural,Early Morning,1,4,1,Car,Turning right,Female,56-65,Rural area,Give way,Pedestrian in carriageway,Overturned,Kerb,52.4811564887947,-0.290077349381628
ACC02607,2,51.1300317061635,Street lights,Rain,Wet,Rural,Evening,15,4,1,Truck,Turning right,Male,46-55,Rural area,Auto traffic signal,,,Other object,52.5730576915691,0.421069881081883
ACC02608,1,44.6093097431841,Daylight,Fine,Dry,Urban,Afternoon,11,1,1,Motorcycle,Turning right,Female,36-45,Urban area,Auto traffic signal,,,,52.1951322301218,0.0799713077499311
ACC02609,1,26.4993382129843,Daylight,Mist,Icy,Urban,Morning,19,4,5,Motorcycle,Overtaking,Female,65+,Urban area,Give way,,Skidded,,52.5846010802221,-0.515235892952236
ACC02610,2,7.48097635420779,Darkness,Rain,Wet,Rural,Night,14,2,2,Car,Turning right,Male,46-55,Rural area,Uncontrolled,,Skidded,Central island,52.2120299864512,0.40285130476271
ACC02611,2,20.129015638729,Street lights,Fine,Wet,Urban,Evening,4,3,1,Truck,Slowing or stopping,Female,46-55,Urban area,Give way,,Skidded,Other object,51.2315872231414,-0.531553410082534
ACC02612,1,40.3239090108319,Daylight,Fine,Snow,Rural,Afternoon,18,6,5,Car,Turning right,Female,65+,Urban area,Auto traffic signal,,Overturned,,52.5196173911866,-0.594247425102796
ACC02613,1,12.2118868651226,Daylight,Fine,Dry,Urban,Morning,7,1,1,Car,Turning right,Female,26-35,Urban area,Auto traffic signal,,,,52.0304968785665,-0.454222859983967
ACC02614,1,40.2873404052898,Daylight,Mist,Wet,Urban,Afternoon,25,1,1,Van,Going ahead,Male,26-35,Urban area,Give way,,,,51.0577081635959,-0.21238755872938
ACC02615,3,31.3291022223076,Darkness,Fine,Icy,Rural,Night,20,2,2,Truck,Overtaking,Male,56-65,Rural area,Not at junction,Previous accident,Overturned,Other object,52.5378259220249,0.404179677030322
ACC02616,1,28.5436995142252,Daylight,Fine,Snow,Urban,Afternoon,2,1,5,Truck,Turning right,Male,26-35,Urban area,Give way,,,,52.4200142425017,-0.226604788202913
ACC02617,1,39.1510330779394,Daylight,Fine,Dry,Urban,Afternoon,1,1,1,Motorcycle,Turning right,Female,65+,Urban area,Auto traffic signal,,,,52.6381539610517,-0.519153577936986
ACC02618,2,27.7289826946698,Daylight,Rain,Snow,Urban,Evening,4,2,2,Truck,Turning right,Male,36-45,Urban area,Give way,Previous accident,,Other object,51.5647871989127,-0.162243585910374
ACC02619,2,19.1803392944556,Street lights,Mist,Dry,Rural,Night,18,1,1,Car,Slowing or stopping,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,,Central island,51.4080653118991,-0.442239526540098
ACC02620,1,22.0587220155131,Daylight,Fine,Snow,Urban,Morning,1,2,1,Bus,Going ahead,Female,26-35,Urban area,Give way,Parked vehicle,,Other object,52.6762018084989,0.189357542223994
ACC02621,3,59.3696754606106,Daylight,Fog,Wet,Rural,Night,6,1,2,Truck,Overtaking,Male,46-55,Rural area,Uncontrolled,Parked vehicle,Overturned,Kerb,51.1866247104789,0.488870875146267
ACC02622,2,12.16721359695,Daylight,Snow,Wet,Rural,Night,1,5,1,Motorcycle,Slowing or stopping,Male,36-45,Rural area,Uncontrolled,Previous accident,Skidded,,52.2891197129726,0.104980831320928
ACC02623,2,50.3121280503096,Daylight,Fine,Icy,Rural,Night,1,4,1,Motorcycle,Slowing or stopping,Male,36-45,Urban area,Give way,,Overturned,Other object,52.1604910624566,-0.132425009022392
ACC02624,2,64.1012542777942,Darkness,Rain,Dry,Urban,Evening,2,3,3,Motorcycle,Turning right,Male,46-55,Rural area,Auto traffic signal,Previous accident,,,52.319398217303,-0.548906300985662
ACC02625,3,65.1219271882378,Darkness,Rain,Icy,Urban,Night,15,3,1,Truck,Overtaking,Male,46-55,Rural area,Not at junction,Previous accident,Overturned,Kerb,51.9831301565375,0.427407855424614
ACC02626,2,41.6334308592188,Darkness,Fine,Dry,Urban,Night,17,2,1,Bus,Turning right,Male,46-55,Urban area,Give way,,,Central island,51.4259283001829,0.274996053995346
ACC02627,1,16.8119526484307,Daylight,Fine,Wet,Urban,Afternoon,14,3,1,Van,Turning right,Male,56-65,Urban area,Not at junction,,,,51.1429815703955,0.106168650487593
ACC02628,2,88.2050637046657,Darkness,Rain,Wet,Urban,Evening,21,3,3,Truck,Turning right,Male,26-35,Rural area,Uncontrolled,Previous accident,,Central island,51.1989705205704,-0.427235227490947
ACC02629,1,40.2776533564359,Daylight,Fine,Dry,Urban,Morning,18,1,1,Van,Turning right,Male,36-45,Urban area,Auto traffic signal,,,,52.5751989627745,-0.443525694444084
ACC02630,3,84.0285672699261,Darkness - lights unlit,Rain,Icy,Rural,Night,27,6,3,Truck,Turning right,Male,65+,Rural area,Auto traffic signal,Pedestrian in carriageway,Overturned,Kerb,52.1437628793174,0.050267522261599
ACC02631,3,83.3452839317058,Darkness,Rain,Icy,Rural,Night,9,4,1,Truck,Turning right,Male,65+,Urban area,Uncontrolled,Previous accident,Skidded,Other object,51.7696610852276,0.0705106118102442
ACC02632,3,47.1830486722504,Darkness,Snow,Icy,Rural,Early Morning,15,3,1,Bus,Turning right,Female,56-65,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Other object,51.6392590063107,0.44855486600064
ACC02633,2,54.1199151677786,Daylight,Snow,Wet,Rural,Night,1,1,4,Motorcycle,Slowing or stopping,Female,36-45,Urban area,Give way,Parked vehicle,Skidded,Other object,52.2279173598602,0.206606125454417
ACC02634,1,37.2474074424343,Daylight,Fine,Wet,Urban,Afternoon,8,4,3,Van,Turning right,Male,36-45,Urban area,Give way,,,,51.4224315376846,-0.377271383818239
ACC02635,1,28.5972959602015,Daylight,Fine,Icy,Urban,Morning,1,3,3,Van,Going ahead,Female,26-35,Urban area,Give way,,,,52.2760450777895,0.0713671616420102
ACC02636,1,35.2641056973554,Daylight,Fine,Dry,Urban,Morning,1,2,3,Van,Going ahead,Male,36-45,Urban area,Uncontrolled,,,,52.2281685959446,-0.204843293660258
ACC02637,3,47.0375235761969,Darkness,Rain,Wet,Rural,Evening,24,4,4,Car,Overtaking,Female,65+,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,52.533073833652,-0.0202679199437681
ACC02638,2,82.9458560797594,Street lights,Rain,Dry,Rural,Evening,25,2,1,Car,Slowing or stopping,Female,65+,Rural area,Uncontrolled,,Skidded,,51.7277578902624,-0.0188208372197903
ACC02639,1,-17.9686057288312,Darkness - lights unlit,Fine,Dry,Urban,Evening,1,2,1,Car,Turning right,Male,36-45,Urban area,Give way,,,,52.1942229427781,-0.373574668959555
ACC02640,1,13.1758292220292,Daylight,Fine,Icy,Urban,Afternoon,12,1,1,Motorcycle,Turning right,Male,26-35,Rural area,Give way,,Overturned,,51.1880739528239,-0.194859516442467
ACC02641,2,3.24577947869766,Daylight,Fine,Wet,Urban,Night,1,2,1,Motorcycle,Slowing or stopping,Female,36-45,Rural area,Uncontrolled,Parked vehicle,,Other object,51.4698979198593,-0.394941459268797
ACC02642,1,54.4579857723722,Darkness,Fine,Dry,Urban,Night,1,1,3,Motorcycle,Going ahead,Male,26-35,Urban area,Give way,Parked vehicle,,,52.3971621007936,-0.344858194272427
ACC02643,1,27.3807603408655,Street lights,Fine,Dry,Urban,Afternoon,1,4,1,Motorcycle,Going ahead,Male,36-45,Urban area,Give way,,,Other object,51.8916693622694,-0.275010744774838
ACC02644,1,11.1066198676848,Daylight,Snow,Dry,Urban,Morning,1,4,1,Van,Turning right,Male,36-45,Urban area,Give way,Parked vehicle,,Kerb,52.4501160742945,-0.413266304403705
ACC02645,2,17.8881222581202,Daylight,Fine,Dry,Urban,Night,16,1,4,Truck,Slowing or stopping,Male,36-45,Rural area,Auto traffic signal,Previous accident,,Central island,51.8423016572111,0.270194293680833
ACC02646,2,19.502129201573,Daylight,Rain,Dry,Rural,Evening,1,1,1,Motorcycle,Turning right,Female,36-45,Rural area,Auto traffic signal,Pedestrian in carriageway,,Central island,52.5438617034868,0.454909287969599
ACC02647,2,42.548232528284,Daylight,Fine,Dry,Urban,Night,8,5,1,Truck,Slowing or stopping,Female,46-55,Rural area,Give way,,Skidded,Central island,51.0564340263793,-0.420855879198389
ACC02648,2,64.5603937962428,Daylight,Mist,Wet,Urban,Night,47,1,3,Motorcycle,Slowing or stopping,Female,46-55,Urban area,Give way,Parked vehicle,Skidded,,52.2882804542166,-0.109337051769115
ACC02649,3,66.0709087766268,Darkness,Fog,Icy,Rural,Night,3,2,2,Motorcycle,Turning right,Female,65+,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,52.166839807523,0.402293278904623
ACC02650,3,45.681275344344,Darkness - lights unlit,Snow,Icy,Rural,Night,6,1,3,Truck,Overtaking,Male,65+,Rural area,Not at junction,Previous accident,Skidded,Central island,51.0831421283184,0.487108900213082
ACC02651,3,90.5220864345923,Darkness,Snow,Wet,Urban,Early Morning,13,4,3,Truck,Turning right,Male,46-55,Rural area,Uncontrolled,Previous accident,Skidded,Kerb,52.4592794580539,0.447221164446265
ACC02652,1,35.6372660501528,Daylight,Snow,Dry,Urban,Evening,2,5,1,Van,Turning right,Male,46-55,Rural area,Give way,,Overturned,,51.6396412954026,0.490381593072407
ACC02653,2,5.1070386643011,Darkness,Fine,Dry,Rural,Evening,1,3,1,Car,Slowing or stopping,Male,46-55,Rural area,Give way,Parked vehicle,Skidded,Central island,52.5007696546204,0.15955729521225
ACC02654,1,26.1239029242294,Street lights,Snow,Dry,Urban,Morning,15,1,1,Van,Turning right,Female,46-55,Urban area,Give way,,,,52.4120529932391,0.201339744877775
ACC02655,3,36.8632833788786,Darkness,Rain,Wet,Rural,Night,21,1,8,Motorcycle,Turning right,Male,65+,Urban area,Uncontrolled,Previous accident,Overturned,Other object,51.5102123777578,-0.257541094838074
ACC02656,3,99.4381436550969,Darkness,Rain,Icy,Urban,Night,5,4,4,Motorcycle,Turning right,Female,36-45,Urban area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,51.8472036569111,0.328519030985882
ACC02657,2,41.0318762806259,Darkness,Mist,Wet,Urban,Night,15,4,3,Truck,Slowing or stopping,Male,46-55,Rural area,Give way,Parked vehicle,Skidded,Central island,52.2944608896161,-0.565528793255601
ACC02658,2,22.4150383257268,Darkness,Snow,Wet,Urban,Early Morning,4,3,2,Motorcycle,Slowing or stopping,Female,46-55,Urban area,Not at junction,Parked vehicle,Overturned,,52.1117042427059,0.423528901537854
ACC02659,3,67.076435412727,Darkness,Rain,Wet,Rural,Early Morning,10,2,6,Bus,Overtaking,Female,46-55,Rural area,Uncontrolled,Parked vehicle,Skidded,Kerb,51.2543248605395,-0.244770662631172
ACC02660,2,71.7962827851777,Darkness,Fine,Wet,Rural,Evening,12,5,4,Motorcycle,Turning right,Male,36-45,Rural area,Auto traffic signal,Parked vehicle,Skidded,,51.1210005580683,0.147040511140961
ACC02661,1,57.2895447499062,Daylight,Fine,Dry,Urban,Morning,1,1,3,Car,Turning right,Female,36-45,Urban area,Give way,,,,51.5625266422495,0.102378542430494
ACC02662,3,49.573416650863,Darkness,Rain,Wet,Urban,Early Morning,34,1,4,Bus,Turning right,Female,26-35,Rural area,Not at junction,Parked vehicle,Skidded,Kerb,51.1899108795741,-0.100358872536597
ACC02663,2,46.519640886904,Daylight,Rain,Wet,Urban,Night,25,3,3,Car,Slowing or stopping,Female,46-55,Urban area,Give way,,,Central island,51.5159231545377,0.207892005578557
ACC02664,2,59.8991124194795,Daylight,Fine,Dry,Urban,Night,16,2,4,Truck,Slowing or stopping,Female,46-55,Rural area,Uncontrolled,Parked vehicle,Skidded,,51.8747402552674,0.499064523456525
ACC02665,2,57.8930637398958,Darkness,Fine,Dry,Urban,Evening,1,5,1,Truck,Turning right,Male,36-45,Urban area,Uncontrolled,Parked vehicle,,Central island,52.1115252626883,0.343256313952982
ACC02666,2,18.9852024558044,Darkness,Fine,Wet,Rural,Night,3,2,6,Motorcycle,Overtaking,Female,46-55,Rural area,Auto traffic signal,,,,51.9611547721686,-0.254148970988825
ACC02667,1,33.0719666924234,Daylight,Fine,Dry,Rural,Afternoon,1,1,1,Motorcycle,Turning right,Female,26-35,Urban area,Auto traffic signal,,,,52.6880401534028,0.0135617591070275
ACC02668,1,12.9026481954319,Darkness,Mist,Dry,Urban,Afternoon,20,1,1,Car,Turning right,Male,36-45,Urban area,Give way,,,,52.3779406623291,0.0606537666966791
ACC02669,1,20.2485460351192,Daylight,Fine,Dry,Urban,Morning,1,1,1,Van,Turning right,Male,26-35,Urban area,Give way,,Skidded,Other object,51.544084321752,0.005249196371888
ACC02670,1,46.8405452157362,Street lights,Fine,Dry,Urban,Morning,8,1,1,Truck,Going ahead,Female,26-35,Urban area,Give way,,,,52.2496207744666,-0.261981038581085
ACC02671,3,42.9003899461926,Darkness,Fog,Icy,Rural,Night,20,2,1,Motorcycle,Turning right,Female,56-65,Urban area,Auto traffic signal,Previous accident,Overturned,Other object,51.6122589634737,0.216322495902575
ACC02672,2,66.1004158951573,Daylight,Fine,Wet,Rural,Early Morning,1,4,1,Car,Slowing or stopping,Female,46-55,Rural area,Uncontrolled,Previous accident,,Central island,51.5806317987694,-0.253565663750625
ACC02673,2,4.35816506440388,Darkness,Snow,Dry,Urban,Night,1,3,1,Car,Turning right,Female,46-55,Urban area,Uncontrolled,Parked vehicle,Skidded,Central island,51.1358556858892,0.178966856514661
ACC02674,3,55.4973551895776,Daylight,Rain,Dry,Rural,Night,1,2,2,Motorcycle,Overtaking,Male,65+,Urban area,Not at junction,Pedestrian in carriageway,Overturned,Other object,51.4951602169195,0.216758202345501
ACC02675,1,30.6750230691608,Daylight,Fine,Dry,Urban,Afternoon,11,1,1,Van,Going ahead,Male,26-35,Urban area,Give way,Parked vehicle,,,52.3081379864263,0.0620697485999544
ACC02676,2,13.7759640137639,Daylight,Fine,Dry,Urban,Night,15,1,2,Motorcycle,Slowing or stopping,Male,46-55,Rural area,Give way,,Overturned,Central island,51.0385676317102,0.465128146126186
ACC02677,1,74.0758167354193,Daylight,Fine,Dry,Urban,Afternoon,1,6,3,Motorcycle,Turning right,Male,26-35,Urban area,Auto traffic signal,Parked vehicle,,,52.4088537655583,0.247448159588573
ACC02678,1,25.6545905154348,Street lights,Snow,Dry,Urban,Morning,1,5,1,Van,Going ahead,Female,26-35,Urban area,Give way,,,,51.3568395082625,0.122650671893854
ACC02679,3,54.0462588343861,Daylight,Rain,Wet,Rural,Night,12,5,2,Motorcycle,Turning right,Male,65+,Urban area,Not at junction,Parked vehicle,Overturned,Other object,51.6847513992147,0.12058742832147
ACC02680,3,56.1285750881964,Darkness,Rain,Wet,Rural,Early Morning,27,1,2,Motorcycle,Turning right,Male,46-55,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,51.8380728133284,0.0413342169688368
ACC02681,2,51.6729968236742,Daylight,Mist,Wet,Rural,Evening,1,8,4,Car,Slowing or stopping,Female,36-45,Rural area,Uncontrolled,,Skidded,,51.0131414544786,0.384989845143379
ACC02682,1,58.1478220627479,Street lights,Fine,Dry,Urban,Afternoon,26,1,1,Bus,Going ahead,Female,36-45,Urban area,Give way,Previous accident,,,51.625116865201,0.187407461150298
ACC02683,2,31.2356713525228,Daylight,Snow,Wet,Urban,Evening,11,2,1,Truck,Slowing or stopping,Male,46-55,Urban area,Auto traffic signal,Parked vehicle,Overturned,Central island,51.124031768652,0.166384960388331
ACC02684,1,26.3330031335311,Daylight,Fine,Dry,Urban,Early Morning,1,1,3,Van,Turning right,Female,36-45,Rural area,Give way,Parked vehicle,,Kerb,52.1611115148078,0.112222185570063
